Type,Age,Breed1,Breed2,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,VideoAmt,PetID,PhotoAmt,AdoptionSpeed
2,6,266,0,3,1,7,0,2,1,2,2,2,1,2,0,0,e7dca0b2b,6.0,1
1,6,307,0,1,2,0,0,2,2,1,2,2,2,1,0,0,87a679d31,1.0,4
1,2,307,0,2,1,0,0,2,1,1,1,2,1,1,0,0,05f84991b,10.0,2
2,2,266,0,2,6,0,0,1,1,3,1,2,1,1,0,0,0d6696a32,5.0,2
1,2,152,307,2,5,0,0,2,1,2,1,2,1,1,0,0,5407c6e1a,8.0,3
1,9,307,0,1,2,0,0,2,1,1,3,1,1,1,0,0,df6048227,1.0,4
1,27,20,152,1,1,2,0,2,1,1,1,1,1,1,0,0,707b0c535,5.0,3
2,112,266,0,1,1,7,0,1,1,2,2,2,1,1,0,0,e3b589e13,5.0,0
2,1,254,266,2,1,3,7,2,1,2,1,2,1,1,0,0,596d623f9,6.0,3
1,24,307,0,1,2,0,0,2,2,1,1,3,1,1,0,0,5dff15fc4,2.0,4
2,11,266,0,2,2,3,6,1,1,1,1,1,1,1,0,0,eb7804aa7,5.0,2
2,2,285,265,2,1,3,7,2,2,2,1,2,1,1,150,0,940b0ad69,6.0,1
2,4,265,0,1,6,7,0,2,2,2,2,2,1,1,0,0,549273935,0.0,1
2,2,266,0,1,4,7,0,2,1,1,1,2,1,1,0,0,32618b795,2.0,4
1,132,141,307,2,2,5,0,2,2,1,1,1,1,1,0,0,a36e3c034,4.0,3
2,3,283,0,2,1,2,6,2,2,2,1,3,1,1,50,0,4ad983a9d,3.0,4
1,7,307,0,1,1,2,7,2,1,1,1,3,1,1,0,0,2fa8b64b1,4.0,1
2,6,264,0,2,4,0,0,1,3,2,1,2,1,1,150,0,88b992d13,4.0,1
2,60,285,264,2,2,5,6,3,3,1,1,1,1,1,0,0,166345ac8,2.0,4
2,1,266,299,1,1,6,7,2,1,2,1,2,1,1,30,0,6ac437438,6.0,2
1,1,307,0,2,2,0,0,2,1,2,2,2,1,1,0,0,132a28bc9,5.0,2
2,1,266,0,2,2,5,7,1,1,2,1,3,1,1,100,0,b9d0281a1,3.0,0
2,7,266,0,2,1,4,7,2,1,2,1,2,1,1,0,0,57cd5663c,2.0,1
1,2,307,0,1,1,0,0,2,1,1,1,3,1,1,0,0,93cdb10e6,2.0,4
1,2,307,307,2,5,0,0,2,2,1,1,2,1,1,0,0,1696809dd,2.0,1
2,2,266,0,1,3,0,0,2,1,1,1,1,1,1,0,0,e3dbfe4c0,8.0,3
2,2,243,247,3,1,2,7,2,1,2,2,2,1,5,0,0,d41f2a466,8.0,0
1,24,307,0,2,3,0,0,2,1,1,1,1,1,1,0,0,9981290b2,3.0,4
1,2,307,307,2,2,0,0,2,1,2,2,2,1,1,0,0,43fe381b3,23.0,3
1,3,307,0,1,2,0,0,2,1,1,1,2,1,1,0,0,b66a74309,1.0,4
1,2,307,307,1,2,7,0,2,2,1,1,2,1,1,0,0,deb43659b,4.0,1
1,8,307,307,2,2,3,0,2,2,2,1,2,1,1,0,0,d33840dfa,2.0,4
1,2,307,0,2,2,6,7,3,1,1,1,2,1,1,0,3,b0dc1d4f0,8.0,1
1,2,109,307,2,1,0,0,2,2,2,2,2,1,1,0,0,8e8779496,3.0,0
1,11,109,0,2,3,7,0,3,2,1,1,2,1,1,0,0,013527aeb,1.0,1
2,12,299,0,1,1,6,7,2,1,2,1,2,1,1,0,0,15f62e911,1.0,4
2,3,266,0,2,1,7,0,2,1,2,1,2,1,1,30,0,4fc7557be,5.0,1
1,1,307,0,1,1,0,0,2,1,2,2,2,1,1,0,0,05f00d521,1.0,2
2,1,266,0,1,1,2,6,1,1,2,2,2,1,1,0,0,d3dbf1e95,2.0,1
1,3,307,0,2,2,7,0,2,1,2,1,2,1,1,0,0,46539f4bf,3.0,2
1,2,307,0,2,2,0,0,2,1,1,1,2,1,1,0,0,8229b256e,4.0,3
2,4,266,0,2,4,7,0,2,2,1,1,2,1,1,250,0,4e2440e26,7.0,4
1,4,307,0,3,1,2,4,1,1,1,1,2,1,3,0,0,ff0b61121,3.0,4
1,72,307,0,1,4,0,0,3,2,1,1,1,1,1,200,0,118c1147c,1.0,4
1,4,307,307,2,1,7,0,2,1,1,1,2,1,1,100,0,047514286,12.0,4
2,1,266,0,1,1,2,3,2,1,2,2,2,1,1,0,0,b05231f8c,1.0,3
1,7,307,96,2,2,0,0,2,2,1,1,2,1,1,0,0,49d4a0adf,4.0,4
1,2,307,0,1,1,2,7,2,2,2,2,2,1,1,0,0,e99eda1f6,3.0,4
1,72,83,0,1,1,0,0,2,2,1,1,3,2,1,0,0,249540f2d,2.0,2
1,9,78,307,2,1,2,0,2,1,1,1,1,1,1,0,0,74cd0ff66,2.0,3
1,1,307,0,2,2,0,0,1,1,2,2,2,1,1,0,0,0d7247d3e,3.0,1
1,21,307,0,2,2,0,0,2,1,1,1,1,1,1,0,0,e133ab2f1,4.0,4
2,7,285,0,1,3,7,0,3,3,1,2,2,1,1,350,0,ca21c4266,4.0,1
2,2,266,0,1,2,0,0,1,1,2,1,2,2,1,0,0,eea123bb1,1.0,2
1,2,203,307,1,1,2,5,2,2,2,1,2,1,1,50,0,01f976ec9,5.0,1
2,4,262,0,1,1,7,0,2,2,2,2,2,1,1,0,0,6f3e70321,3.0,2
1,4,307,0,2,2,0,0,1,1,2,2,2,2,2,0,0,2a5e70892,4.0,4
2,6,266,0,1,2,7,0,2,1,2,2,2,1,2,0,0,86e49d18d,4.0,4
1,1,307,0,3,2,0,0,1,1,2,2,2,1,5,0,0,60a36cab1,0.0,4
1,2,307,0,1,5,7,0,2,1,2,2,2,1,1,0,0,23bf0ed46,3.0,3
1,2,307,0,2,5,0,0,1,1,2,2,2,1,1,0,0,321d04634,3.0,4
2,2,266,0,3,1,2,7,2,1,2,1,2,1,3,0,0,ae19ab91d,3.0,2
1,3,307,0,2,1,7,0,2,1,1,1,2,1,3,0,0,40501d365,1.0,3
2,12,266,0,1,7,0,0,2,1,1,1,2,1,1,0,0,d92d4242a,2.0,4
1,2,72,0,2,2,0,0,2,2,1,1,2,1,1,0,0,15f89f939,5.0,2
2,2,266,0,2,1,2,7,1,1,2,2,2,1,1,0,0,f4212d640,11.0,2
1,72,307,0,3,1,2,0,2,1,3,3,1,1,2,0,0,2c4089e4f,4.0,3
2,1,264,285,3,1,7,0,2,2,2,2,2,1,4,0,0,3c2324232,9.0,1
1,3,307,0,1,1,0,0,2,2,2,1,2,1,1,0,0,0f78e05ef,1.0,1
2,13,265,278,2,3,7,0,2,2,1,1,1,1,1,0,0,1e759fed0,4.0,4
2,2,266,0,1,4,0,0,2,1,2,1,2,1,1,0,0,94b587221,9.0,2
1,36,205,195,1,1,2,6,1,2,1,1,2,1,1,0,0,79ec57bd7,0.0,4
2,2,266,0,3,4,6,7,2,1,2,2,2,1,5,0,0,5bc5b2ced,3.0,4
1,76,307,307,3,1,3,7,2,1,1,1,2,1,2,0,2,67be298a7,3.0,4
2,7,299,264,1,6,7,0,2,3,2,1,2,1,1,0,0,32acc8a7a,3.0,3
1,2,307,0,2,1,2,0,2,1,1,1,2,1,1,0,0,4d98e5623,2.0,3
2,9,266,0,2,1,0,0,2,1,1,1,2,1,1,0,0,0936ce7b4,2.0,2
1,3,307,0,2,2,0,0,2,1,1,1,2,1,1,0,0,6c324e80a,7.0,3
1,3,141,307,2,2,0,0,2,1,1,1,2,1,1,0,0,b69d479cf,2.0,3
1,4,307,0,2,2,7,0,2,1,2,1,1,1,1,0,0,5ee5f72b8,11.0,2
1,12,307,0,2,7,0,0,2,1,3,3,3,1,1,0,0,3f42bd15e,3.0,4
1,1,307,0,2,1,7,0,1,1,2,1,2,1,1,0,0,beb0f98f7,1.0,3
1,16,218,307,2,2,5,0,2,1,1,1,1,1,1,300,0,cbd703fb6,1.0,4
1,1,307,0,1,1,2,0,2,1,1,1,2,1,1,0,0,5550a68dc,5.0,4
1,1,71,307,2,1,7,0,2,1,3,3,2,1,1,0,0,91bab29e9,4.0,3
1,2,307,0,2,2,7,0,2,2,3,3,2,1,1,0,0,755abaa79,1.0,2
2,67,289,0,1,6,0,0,2,2,1,1,1,1,1,0,0,c2b16f8ae,1.0,2
1,2,307,218,2,2,7,0,2,2,1,1,1,1,1,0,0,28a0ae4fe,11.0,4
1,36,207,0,2,1,6,7,1,3,1,1,1,1,1,0,0,9ab7e48e8,1.0,2
2,2,266,0,2,2,3,7,2,2,2,2,2,1,2,0,0,a572b746b,6.0,2
1,3,218,307,1,2,7,0,2,2,2,1,2,1,1,0,0,c6f39e0e4,3.0,2
2,0,265,0,1,2,3,0,1,2,3,3,3,2,1,0,0,09ffe1d02,1.0,4
2,12,266,0,2,1,4,7,2,1,1,1,1,1,1,0,0,89f28de34,2.0,4
1,6,195,218,1,5,6,0,2,2,1,1,2,1,1,200,0,973278f56,2.0,4
2,3,265,266,1,1,6,7,1,2,2,1,2,1,2,0,0,db10909d5,2.0,2
1,5,307,0,2,2,0,0,2,2,3,1,2,1,1,0,0,50d2b5839,7.0,3
1,2,307,0,2,1,2,7,2,1,3,3,3,1,2,0,0,c12ae3214,5.0,2
1,37,111,307,1,1,2,7,4,1,1,1,1,1,1,50,0,cb0c04621,2.0,1
1,6,307,0,2,1,2,3,2,1,1,1,2,1,2,0,0,47163bb58,1.0,4
2,3,266,0,1,1,7,0,2,1,1,1,2,1,1,70,0,5b55086b6,1.0,1
2,12,266,0,2,2,5,0,2,1,2,2,2,1,1,0,0,b78f3080b,3.0,0
1,4,76,0,2,1,7,0,2,1,2,2,2,1,1,0,0,53fba6573,3.0,4
1,9,128,307,2,1,2,7,2,1,1,1,1,1,1,0,0,a993cd91a,7.0,2
1,2,307,307,2,1,2,7,2,1,1,1,2,1,1,0,0,c1db71d88,7.0,2
2,4,299,0,2,1,3,7,2,1,1,1,2,1,1,0,0,3f50cc4fd,1.0,4
2,2,265,0,2,4,0,0,1,2,2,2,2,1,1,0,0,71c3a53f0,3.0,4
1,2,307,0,2,1,2,7,2,2,1,1,2,1,1,0,0,d51b2e785,5.0,2
2,1,265,266,1,1,2,7,2,2,3,3,2,1,3,0,0,1557f91e8,4.0,0
2,4,266,0,3,1,5,7,1,1,2,2,2,1,5,0,0,42149c9e3,5.0,1
2,2,292,299,2,2,5,7,1,1,2,1,2,1,1,0,0,c8eef30bd,4.0,2
1,2,307,0,2,1,2,7,1,2,1,1,2,1,3,0,0,87613aee1,4.0,4
2,12,266,299,2,1,2,0,1,1,1,1,1,1,1,0,0,205714da6,5.0,2
1,72,26,0,2,2,0,0,2,2,1,1,2,1,1,0,0,9862e5dfe,4.0,4
2,2,276,0,2,5,7,0,3,3,2,2,2,1,1,200,0,9926c6e5b,1.0,1
1,2,307,0,3,2,4,7,2,1,2,2,3,1,5,0,0,ed9936705,7.0,3
2,3,266,266,3,1,2,6,1,2,2,2,2,1,3,0,0,a686164c9,5.0,3
2,36,266,0,2,1,2,7,1,1,1,1,2,1,3,0,0,ae42b09ce,1.0,1
2,4,299,0,1,1,2,3,2,1,1,1,2,1,1,0,0,84fdd34c7,5.0,2
1,4,307,0,2,7,0,0,2,2,2,2,2,1,1,0,0,8dfb61116,2.0,4
1,2,307,0,1,2,0,0,2,2,1,1,2,1,1,0,0,d92c326f8,1.0,2
2,12,266,0,1,3,7,0,2,1,2,2,2,1,1,0,0,d85a78cf9,3.0,4
2,3,266,0,1,1,6,7,2,1,2,2,2,1,1,0,0,874e791f9,3.0,4
1,60,111,0,2,6,0,0,3,1,2,1,1,1,1,0,0,4a108fa61,2.0,1
2,2,266,0,2,1,5,7,1,1,1,1,2,1,1,0,0,9427a0125,2.0,1
2,2,265,0,2,1,2,0,2,2,2,2,2,1,1,50,0,9ec6fbb61,5.0,3
1,24,307,307,3,5,7,0,1,2,2,2,2,1,4,0,0,dc7a53ba0,0.0,4
1,1,141,307,3,2,5,7,2,2,2,2,2,1,4,50,0,b98316a91,11.0,2
1,96,109,0,1,3,0,0,3,3,1,1,1,1,1,300,0,5ab429fcb,1.0,2
2,2,266,0,3,1,6,0,2,2,2,2,2,1,5,0,0,e3d68b63c,12.0,3
2,3,265,0,1,4,0,0,1,2,3,3,3,1,1,0,0,37cb01a87,4.0,1
1,12,307,0,1,2,0,0,2,1,1,1,1,1,1,0,0,ff2cf88a0,2.0,4
1,12,179,0,1,6,0,0,1,1,1,3,3,3,1,0,0,fce854722,2.0,4
2,4,266,0,1,1,0,0,3,2,2,1,3,1,1,0,0,7bf11fd4d,1.0,1
2,12,266,0,2,1,7,0,4,1,1,1,1,1,1,0,0,b2101b975,1.0,0
2,2,292,0,2,6,0,0,1,1,3,3,2,1,1,0,0,acb802c0c,4.0,1
2,0,265,0,2,1,2,7,3,2,2,2,2,1,3,0,2,4138a8f48,4.0,2
2,5,266,0,1,3,4,0,2,1,2,3,2,1,3,0,0,be1ab222c,2.0,2
1,0,307,307,1,2,0,0,1,1,3,3,3,1,1,0,0,88e2d97b2,8.0,0
2,1,266,0,2,1,6,7,2,1,2,1,2,1,1,0,0,f6c3b531d,7.0,1
2,2,265,0,2,1,7,0,2,2,2,2,2,1,1,0,0,138c79a01,4.0,1
1,3,307,0,2,1,2,0,2,1,1,1,2,1,1,50,0,8a5d7e622,2.0,2
2,2,265,0,2,1,0,0,2,2,2,1,2,1,1,50,0,7adb2ab9b,5.0,3
1,4,307,0,2,1,2,7,2,2,1,1,2,1,4,0,0,87bdcbcdd,4.0,4
1,1,141,307,2,7,0,0,2,1,3,3,2,1,1,0,0,87a16f3fb,5.0,3
2,12,265,0,2,1,4,7,2,2,3,3,3,1,1,0,0,83233d345,1.0,4
1,2,78,307,2,1,2,0,2,1,1,1,2,1,1,0,0,4133efff0,4.0,3
2,3,292,264,3,6,7,0,1,2,2,2,2,1,3,150,0,aae0d180c,1.0,4
2,5,265,0,2,6,7,0,2,2,2,2,2,1,1,0,0,528563012,3.0,3
1,12,307,213,2,2,0,0,2,2,1,1,1,1,1,0,0,a0909c2bb,2.0,3
1,12,307,0,2,1,2,7,2,1,1,1,3,1,1,0,0,ef2ee6e9b,2.0,4
1,7,307,307,1,1,2,4,2,1,1,1,3,1,1,0,0,60d72fc85,2.0,4
2,1,265,0,1,7,0,0,2,2,2,2,2,1,1,0,0,d4ce7a1ed,3.0,1
1,6,307,0,2,2,7,0,2,1,1,1,2,1,1,0,0,f56c9eb67,5.0,1
1,2,307,0,2,6,0,0,2,1,3,3,3,3,1,0,0,8de51ad1e,0.0,3
1,2,307,0,2,1,2,0,2,1,3,3,2,1,1,0,0,cca4ba626,2.0,1
2,5,266,0,2,6,7,0,1,1,1,1,2,1,2,0,0,4a56ae509,6.0,4
1,0,50,307,2,2,0,0,2,1,2,2,2,1,1,0,0,91d307ce9,2.0,3
1,2,307,0,2,1,2,0,2,1,2,2,2,1,1,0,0,5ee1c77a0,2.0,4
1,2,307,0,2,5,0,0,2,1,2,2,2,1,1,0,0,f995bc16c,3.0,1
2,4,266,0,2,1,0,0,2,1,1,1,1,1,1,0,0,c56432da8,2.0,3
2,3,266,0,1,4,0,0,2,1,1,1,2,1,1,0,0,5dc7d3dc7,18.0,3
2,6,266,0,1,1,7,0,1,2,3,3,2,1,1,1,0,bd485150e,3.0,4
2,7,266,0,2,1,2,4,2,1,1,1,1,1,1,0,0,20f82514c,5.0,2
1,24,98,307,1,2,7,0,1,3,3,3,3,1,1,0,0,afe19c37c,2.0,1
1,1,307,0,1,2,3,0,2,1,2,2,2,1,1,0,0,ea7fc7f4f,1.0,4
2,36,266,0,1,1,3,0,1,1,1,3,1,1,3,0,0,a8f2a5210,4.0,4
1,8,109,141,1,5,0,0,2,2,1,1,2,1,1,200,0,b02d9e413,0.0,4
2,1,265,265,2,1,2,6,2,2,2,2,2,1,2,0,0,7bbdce003,7.0,4
1,4,307,0,1,5,7,0,2,1,2,2,2,1,2,0,1,937d74077,5.0,2
1,2,307,0,3,2,5,7,3,1,1,1,2,1,6,0,0,3a88e6c8f,1.0,4
1,2,307,0,2,2,0,0,2,2,2,2,2,1,1,0,0,3edf44325,5.0,1
2,3,266,0,3,1,6,0,1,1,2,2,2,1,4,0,0,9fd804400,3.0,1
2,2,266,0,2,1,4,7,2,1,2,1,3,1,1,0,0,2c21d7f68,5.0,1
1,19,78,0,2,1,2,5,3,1,1,1,2,1,1,500,0,087fbda7e,4.0,2
2,2,266,0,2,2,4,0,2,1,2,2,2,1,1,0,0,7133307db,4.0,2
1,0,307,0,1,1,2,5,2,2,1,1,2,1,2,0,0,4b261a0ee,4.0,1
2,1,265,265,3,1,4,7,2,2,3,3,3,1,4,0,0,e4f17eace,8.0,2
2,12,264,265,1,3,7,0,3,3,3,3,3,2,1,0,0,0b459b60b,5.0,2
1,3,307,0,2,1,2,0,2,1,2,1,2,1,1,0,0,d45562a98,3.0,3
2,2,266,0,2,4,7,0,1,1,2,2,2,1,1,0,0,31dbaafaa,3.0,3
1,1,307,0,3,7,0,0,2,1,2,2,2,1,5,0,0,658e4415a,4.0,1
2,1,266,0,3,4,5,7,1,1,2,2,3,1,3,0,0,6d7d7753c,22.0,3
1,4,307,307,2,2,7,0,1,2,3,1,1,1,1,0,0,3d9346cfb,2.0,4
1,3,307,0,2,2,4,7,2,1,1,1,2,1,1,50,0,be4c2e0d5,1.0,4
2,2,266,0,1,1,7,0,2,1,1,1,2,1,1,0,0,b19556858,4.0,2
1,2,307,0,1,2,0,0,2,1,2,2,2,1,1,0,0,a6b908d22,2.0,3
2,3,292,0,2,1,2,7,1,1,2,1,2,2,1,0,0,a0490612e,2.0,1
2,12,266,0,2,6,0,0,3,1,1,2,2,1,1,0,0,abdba6d36,1.0,1
1,5,307,0,2,1,0,0,2,1,1,1,1,1,1,250,1,d87ff9c80,4.0,4
1,2,307,307,2,5,0,0,2,2,1,1,2,1,1,0,0,373880ef5,4.0,2
2,5,266,266,2,1,4,7,1,1,2,2,2,1,1,0,0,20819afd9,3.0,3
2,2,266,0,2,5,7,0,1,1,1,1,2,1,1,0,0,0f1d071a8,3.0,1
2,2,266,0,3,1,5,7,1,1,3,3,3,1,8,0,0,898476994,1.0,4
1,84,205,0,2,5,0,0,2,1,1,1,1,1,1,0,0,1d48855c5,1.0,3
2,1,266,0,3,2,5,6,1,1,2,1,2,1,2,0,0,2ad3a6503,1.0,1
1,12,307,307,2,2,3,4,2,2,3,3,3,1,1,0,0,5b346ef59,4.0,1
2,0,299,0,3,1,5,7,2,1,2,2,2,1,3,0,0,22ff7ca25,9.0,1
1,0,307,307,3,1,2,7,1,1,3,3,3,3,5,0,0,3948f67d7,10.0,3
1,12,307,109,2,2,3,0,2,2,1,1,1,1,1,0,1,1f6dc1747,20.0,3
1,10,197,307,2,7,0,0,2,1,3,3,3,1,2,0,0,63cd0b2b3,5.0,2
1,4,307,0,1,1,2,0,2,2,2,1,2,2,1,0,0,1b1a68a60,5.0,2
1,1,307,0,3,1,2,0,2,1,2,2,2,1,6,0,0,6d5afdb0f,5.0,4
1,2,307,307,2,2,0,0,2,2,1,1,2,1,1,0,0,4128e8e80,1.0,1
1,2,307,0,2,1,7,0,2,1,1,1,1,1,1,0,0,10e27da02,5.0,1
1,24,169,0,2,2,5,0,1,3,1,1,1,1,1,200,0,789083f3a,3.0,3
1,1,307,307,2,7,0,0,2,2,1,1,2,1,1,0,0,0b3763054,1.0,3
1,48,69,0,2,2,3,0,1,3,1,3,3,2,1,0,0,8dbbd91bb,3.0,2
1,2,307,0,1,1,0,0,2,2,1,1,2,1,1,0,0,9031a7f4c,1.0,2
2,8,264,0,1,7,0,0,3,3,3,3,1,1,1,100,0,f8db6e695,5.0,1
1,11,307,141,2,5,0,0,2,2,2,1,1,1,1,0,0,a854aca45,2.0,4
2,18,304,288,3,2,5,0,3,2,3,3,2,1,5,50,0,4e9358756,5.0,2
2,5,266,0,3,1,2,4,2,2,1,1,2,1,5,0,0,bdc94bd91,17.0,3
1,12,307,0,1,7,0,0,2,1,2,2,2,1,1,0,0,182aec7a4,2.0,4
1,18,233,0,1,1,0,0,2,1,1,1,1,1,1,0,0,bd16029b7,20.0,1
1,24,307,0,1,1,0,0,2,1,1,1,1,1,1,0,0,ad4456e88,2.0,3
2,2,276,285,2,1,6,7,2,2,2,1,2,1,1,180,0,9304f9f8b,1.0,2
1,77,195,0,1,6,0,0,2,1,1,1,1,1,1,0,0,7e43ebd6c,3.0,2
2,4,266,264,2,1,4,7,2,3,2,2,2,1,1,15,0,773d10217,2.0,1
1,24,307,0,2,1,0,0,3,1,1,1,1,1,1,0,0,c52908c2d,1.0,2
2,2,299,0,2,6,0,0,1,1,2,2,2,1,1,0,0,f25e91baa,7.0,3
1,36,307,0,2,2,7,0,2,1,3,3,3,1,1,0,0,3ee05e0d5,5.0,3
2,12,265,265,2,1,6,7,2,1,1,1,1,1,1,0,0,f662bdf71,9.0,4
2,4,249,0,1,1,6,7,2,2,1,1,2,1,1,0,0,7aefa7eeb,7.0,2
1,2,307,0,1,1,2,0,2,2,2,2,2,1,1,0,0,6bacb98ab,3.0,1
2,0,266,0,3,1,3,7,1,1,2,2,2,1,4,0,0,6cbc126fc,3.0,3
1,8,69,69,1,2,4,5,2,3,2,1,2,1,1,0,0,dcf366e02,1.0,1
2,7,266,0,2,1,0,0,2,1,3,1,3,1,1,0,0,f15cd5cd9,10.0,4
2,2,266,0,1,2,3,7,2,1,2,2,2,1,1,10,0,bea48a6a7,5.0,3
1,12,307,0,2,4,5,0,2,2,1,1,1,1,1,0,0,d1b183683,2.0,3
2,2,265,0,3,1,2,7,2,2,2,2,2,1,3,10,1,b9fa9ce00,6.0,2
1,5,103,0,1,2,3,0,2,2,1,1,2,1,1,0,0,aba758b7f,2.0,3
2,3,266,0,1,1,7,0,1,1,2,2,2,1,2,0,0,fd8bb16c6,23.0,2
2,1,266,0,2,1,6,7,2,1,1,1,2,1,1,0,0,59b6102ba,5.0,2
1,60,189,0,1,1,0,0,3,2,1,1,1,1,1,0,0,234b2a6b6,5.0,4
2,3,265,0,1,3,7,0,1,2,2,2,2,1,1,0,0,df70eb456,3.0,1
2,1,299,0,3,2,5,6,2,2,1,1,1,1,3,50,0,307c5ca84,5.0,1
1,2,307,0,2,1,0,0,2,2,2,2,2,1,1,0,0,f095385ff,5.0,2
1,48,69,0,1,5,0,0,2,2,1,1,1,1,1,0,0,24361123a,5.0,4
2,2,266,0,1,1,7,0,2,1,2,1,2,1,1,0,0,6dcce539c,8.0,3
2,1,266,0,2,7,0,0,1,1,3,1,2,1,1,0,0,9f4f97c61,2.0,1
1,2,307,307,3,1,2,0,2,1,2,2,2,1,6,0,0,609e37f6a,3.0,1
1,7,307,0,2,1,7,0,2,1,1,1,2,1,1,110,0,233aeb07c,4.0,3
1,2,307,0,2,2,7,0,2,3,1,1,2,1,1,0,0,ec7952240,1.0,1
2,2,266,0,1,4,7,0,3,1,2,1,3,1,1,0,0,5d45dae82,5.0,2
1,1,307,0,1,2,0,0,1,1,2,2,2,1,1,0,0,809ca8efd,6.0,3
2,2,299,0,1,3,7,0,2,1,2,1,2,1,1,0,0,b49312951,2.0,0
2,16,252,0,2,3,7,0,3,2,1,1,1,1,1,0,0,a31d4c0f0,2.0,4
2,24,266,0,2,1,2,7,1,1,1,1,1,1,1,0,0,24336f580,2.0,2
1,1,307,0,2,2,0,0,2,2,1,2,2,1,1,0,0,1c6e35149,2.0,2
1,5,103,307,2,1,2,0,2,2,3,3,2,1,1,0,0,f4a508263,3.0,3
1,72,103,0,2,1,2,0,3,2,2,1,1,1,1,0,0,06adfc154,4.0,2
2,4,266,0,1,1,7,0,2,1,2,1,2,1,2,0,0,83166fea8,5.0,1
2,12,303,265,2,4,6,0,2,2,1,1,1,1,1,0,0,9403ac24d,5.0,4
1,120,307,307,2,2,0,0,1,1,3,3,3,1,1,0,0,640a267a9,3.0,4
1,2,307,0,2,1,2,0,2,2,2,2,2,1,1,0,0,761523328,5.0,1
2,7,247,300,1,1,2,0,2,1,3,3,3,2,1,0,0,cc09a719b,1.0,3
1,2,307,307,1,5,0,0,2,1,1,1,2,1,1,100,1,e6f4d14a0,4.0,4
2,2,266,0,2,1,0,0,2,1,2,1,2,1,1,0,0,c98d16315,12.0,3
2,12,266,0,3,1,2,6,2,2,2,2,2,1,3,0,0,475098962,1.0,0
1,4,307,0,1,1,0,0,2,1,1,1,2,1,1,70,0,3b41cf42a,5.0,4
1,3,307,0,2,5,0,0,2,2,1,3,2,1,1,0,1,c5a7f7d69,3.0,2
1,12,307,0,2,5,6,0,2,2,1,1,1,1,2,150,0,bff5e06f5,8.0,4
2,6,266,0,1,3,0,0,1,1,1,1,1,2,1,0,0,3f109dab7,2.0,2
1,9,152,307,1,1,7,0,1,1,3,1,2,1,1,0,0,e69dd7d09,3.0,2
2,36,265,265,2,1,6,0,2,2,2,2,2,1,1,0,0,ab2254697,5.0,2
1,24,189,0,1,1,0,0,4,2,1,1,1,1,1,0,0,1b47183f1,3.0,2
1,2,307,0,1,7,0,0,2,2,1,1,2,1,1,0,0,5649192e9,1.0,2
1,48,141,307,3,5,0,0,2,2,3,3,1,1,2,0,0,af2f3a166,3.0,4
2,3,265,0,1,4,0,0,3,2,1,1,2,1,1,150,0,df9b18c1e,3.0,2
2,5,266,0,2,2,7,0,1,1,2,2,2,1,1,100,0,e811cd880,2.0,4
1,6,307,0,1,6,0,0,2,1,3,3,3,1,1,0,0,ea05e0a19,0.0,4
1,48,307,307,2,1,2,7,2,2,3,3,3,1,9,200,0,3dab3050c,3.0,4
2,3,265,0,2,3,7,0,1,2,2,2,2,1,1,0,0,6afe7ee11,5.0,2
2,2,266,0,2,3,7,0,1,1,2,2,2,1,1,80,0,5d5942493,3.0,2
2,3,266,0,1,1,2,5,1,1,2,2,2,1,1,0,0,058394848,12.0,2
1,3,307,307,1,1,2,5,2,1,2,2,2,1,1,0,0,880a0ac07,3.0,2
1,2,307,307,1,2,0,0,2,2,1,1,2,1,1,0,0,9faef6bb6,1.0,2
2,5,299,0,2,1,6,7,1,3,1,1,3,1,1,0,0,5a4b92653,4.0,2
2,4,265,0,2,6,0,0,2,2,2,2,2,1,1,0,0,9c4af0f83,2.0,3
2,7,292,0,2,2,7,0,2,1,1,1,1,1,1,0,0,888a7fc17,2.0,4
2,48,266,0,2,5,7,0,2,1,1,1,1,1,1,0,0,24fad6b0b,5.0,4
2,1,266,0,2,1,2,7,2,1,2,2,2,1,3,0,0,a0c332aaf,3.0,1
1,2,307,0,2,2,0,0,2,1,2,2,2,1,1,0,0,2edce7d92,5.0,1
2,2,299,292,3,1,7,0,1,1,2,2,2,1,2,0,0,dd5d07137,1.0,4
1,12,307,0,1,2,7,0,1,1,2,1,2,1,1,0,0,19cb228a0,2.0,2
1,3,307,0,1,2,0,0,2,2,2,1,2,1,1,0,0,e8be13bdf,6.0,1
2,2,266,0,2,1,2,6,2,1,2,1,2,1,1,50,1,8afeab374,6.0,2
2,12,266,0,2,3,0,0,2,1,3,3,3,1,1,0,0,1803e4c27,2.0,4
1,3,307,0,2,2,0,0,2,1,2,1,2,1,1,0,0,9c7476c25,3.0,1
2,3,266,0,2,1,7,0,3,1,2,2,2,1,1,0,0,ea9003f0f,4.0,1
1,6,307,0,2,2,0,0,2,1,1,1,1,1,1,0,0,b4aa0c3ce,1.0,3
1,1,307,0,1,1,0,0,1,1,2,2,2,1,1,0,0,49a832741,1.0,2
2,2,266,292,1,1,7,0,2,1,2,2,2,1,1,0,0,b906d9b78,1.0,2
2,36,266,0,2,1,4,5,2,1,2,2,2,1,1,0,0,5da6b63bc,5.0,4
